ID,year,Gender,approv_in_adv,loan_type,loan_purpose,open_credit,business_or_commercial,loan_amount,rate_of_interest,term,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Status
31527,2019,Joint,nopre,type1,p3,nopc,nob/c,266500,3.875,360.0,not_lpsm,558000.0,sb,pr,1U,5640.0,CIB,503.0,EXP,55-64,not_inst,central,0
31528,2019,Male,nopre,type2,p4,nopc,b/c,206500,3.99,360.0,not_lpsm,238000.0,sb,pr,1U,,EXP,830.0,EXP,65-74,to_inst,south,1
31529,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,206500,4.5,360.0,not_lpsm,418000.0,sb,pr,1U,3240.0,EXP,597.0,CIB,>74,to_inst,south,1
31530,2019,Joint,pre,type1,p1,nopc,nob/c,606500,5.5,360.0,not_lpsm,758000.0,sb,pr,1U,8580.0,EXP,797.0,EXP,45-54,to_inst,North,1
31531,2019,Male,nopre,type1,p2,nopc,nob/c,116500,4.25,180.0,not_lpsm,168000.0,sb,pr,2U,1680.0,CRIF,851.0,CIB,55-64,to_inst,North,1
31532,2019,Male,pre,type2,p4,nopc,b/c,406500,3.625,360.0,not_lpsm,438000.0,sb,pr,1U,,CIB,508.0,CIB,45-54,not_inst,south,1
31533,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,386500,,360.0,not_lpsm,408000.0,sb,pr,1U,3900.0,CIB,746.0,CIB,>74,to_inst,south,0
31534,2019,Joint,nopre,type1,p4,nopc,nob/c,506500,3.93,360.0,not_lpsm,738000.0,sb,pr,1U,5100.0,EXP,518.0,EXP,45-54,not_inst,North,0
31535,2019,Male,nopre,type1,p3,nopc,nob/c,486500,3.875,180.0,not_lpsm,668000.0,sb,pr,1U,13200.0,CIB,715.0,CIB,45-54,to_inst,North,0
31536,2019,Male,nopre,type3,p3,nopc,nob/c,576500,,360.0,not_lpsm,,sb,pr,1U,5160.0,EQUI,542.0,EXP,65-74,not_inst,North,1
31537,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,166500,3.99,240.0,not_lpsm,208000.0,sb,pr,1U,4860.0,CRIF,676.0,EXP,65-74,to_inst,south,1
31538,2019,Joint,nopre,type3,p3,nopc,nob/c,706500,3.25,360.0,not_lpsm,788000.0,sb,pr,1U,13620.0,CRIF,752.0,EXP,25-34,not_inst,North,1
31539,2019,Male,pre,type2,p1,nopc,b/c,156500,,360.0,not_lpsm,,sb,pr,1U,2760.0,EQUI,742.0,EXP,25-34,to_inst,North,1
31540,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,166500,,120.0,not_lpsm,288000.0,sb,pr,1U,6900.0,CIB,636.0,CIB,55-64,to_inst,south,1
31541,2019,Male,pre,type3,p4,nopc,nob/c,176500,2.75,360.0,not_lpsm,208000.0,sb,pr,1U,,CRIF,586.0,CIB,65-74,to_inst,North,0
31542,2019,Male,nopre,type1,p4,nopc,nob/c,106500,3.875,240.0,not_lpsm,178000.0,sb,pr,1U,2400.0,EXP,530.0,CIB,65-74,to_inst,North,0
31543,2019,Male,nopre,type1,p4,nopc,nob/c,346500,4.75,360.0,not_lpsm,388000.0,sb,pr,1U,4620.0,EXP,754.0,CIB,25-34,not_inst,south,1
31544,2019,Female,nopre,type1,p1,nopc,nob/c,226500,3.625,360.0,not_lpsm,238000.0,sb,pr,1U,2640.0,EXP,872.0,CIB,25-34,not_inst,North,1
31545,2019,Male,nopre,type1,p4,nopc,nob/c,576500,,360.0,lpsm,,sb,pr,1U,7560.0,EQUI,753.0,EXP,25-34,not_inst,North,1
31546,2019,Male,nopre,type1,p3,nopc,nob/c,326500,3.875,360.0,not_lpsm,428000.0,sb,pr,1U,3600.0,CRIF,842.0,CIB,35-44,not_inst,south,0
31547,2019,Male,nopre,type1,p4,nopc,nob/c,256500,3.99,360.0,not_lpsm,318000.0,sb,pr,1U,18780.0,CIB,601.0,CIB,45-54,to_inst,south,0
31548,2019,Joint,nopre,type1,p4,nopc,nob/c,236500,4.125,360.0,not_lpsm,328000.0,sb,pr,1U,4080.0,CIB,618.0,EXP,35-44,to_inst,North,0
31549,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,166500,,360.0,not_lpsm,168000.0,sb,pr,1U,5640.0,EXP,791.0,EXP,25-34,to_inst,south,1
31550,2019,Sex Not Available,nopre,type3,p1,nopc,nob/c,396500,,360.0,not_lpsm,,sb,pr,1U,6660.0,EQUI,861.0,EXP,35-44,to_inst,south,0
31551,2019,Female,nopre,type1,p3,nopc,nob/c,146500,,180.0,not_lpsm,,sb,pr,1U,3660.0,EQUI,579.0,EXP,65-74,to_inst,North,1
31552,2019,Sex Not Available,pre,type3,p3,nopc,nob/c,186500,,360.0,not_lpsm,208000.0,sb,pr,1U,5280.0,CIB,890.0,CIB,65-74,to_inst,south,1
31553,2019,Male,nopre,type1,p4,nopc,nob/c,336500,3.875,360.0,not_lpsm,378000.0,sb,pr,1U,4080.0,CIB,711.0,EXP,65-74,to_inst,North,0
31554,2019,Joint,nopre,type1,p4,nopc,nob/c,466500,3.375,360.0,not_lpsm,908000.0,sb,pr,1U,7380.0,CRIF,591.0,EXP,65-74,not_inst,North,0
31555,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,346500,4.5,360.0,not_lpsm,518000.0,sb,pr,1U,6240.0,CRIF,754.0,CIB,55-64,to_inst,south,1
31556,2019,Joint,nopre,type2,p3,nopc,b/c,426500,3.99,360.0,not_lpsm,578000.0,sb,pr,1U,8040.0,CRIF,875.0,EXP,35-44,not_inst,North,1
31557,2019,Female,nopre,type1,p3,nopc,nob/c,276500,3.99,360.0,not_lpsm,548000.0,sb,pr,1U,4380.0,CRIF,861.0,CIB,55-64,to_inst,North,0
31558,2019,Male,nopre,type1,p2,nopc,nob/c,76500,4.125,180.0,not_lpsm,338000.0,sb,pr,1U,1260.0,CRIF,704.0,CIB,>74,to_inst,North,1
31559,2019,Joint,nopre,type1,p1,nopc,nob/c,236500,4.75,360.0,not_lpsm,248000.0,sb,pr,1U,5220.0,EXP,656.0,EXP,25-34,to_inst,North,0
31560,2019,Male,nopre,type3,p4,nopc,nob/c,256500,3.375,360.0,not_lpsm,288000.0,sb,pr,1U,,CRIF,796.0,CIB,55-64,to_inst,North,0
31561,2019,Male,nopre,type1,p4,nopc,nob/c,336500,4.25,360.0,not_lpsm,458000.0,sb,pr,1U,6540.0,EXP,567.0,EXP,25-34,to_inst,North,0
31562,2019,Joint,nopre,type3,p3,nopc,nob/c,356500,3.625,360.0,not_lpsm,368000.0,sb,pr,1U,4200.0,CRIF,736.0,EXP,>74,to_inst,North,1
31563,2019,Joint,nopre,type1,p4,nopc,nob/c,586500,3.5,360.0,not_lpsm,828000.0,sb,pr,1U,8340.0,CRIF,814.0,EXP,35-44,not_inst,south,0
31564,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,186500,4.56,360.0,not_lpsm,478000.0,sb,pr,1U,5640.0,CIB,525.0,CIB,45-54,to_inst,south,1
31565,2019,Male,nopre,type3,p1,nopc,nob/c,286500,3.375,360.0,not_lpsm,288000.0,sb,pr,1U,6360.0,EXP,784.0,CIB,35-44,not_inst,North,0
31566,2019,Female,pre,type1,p4,nopc,nob/c,566500,4.5,360.0,not_lpsm,818000.0,sb,pr,1U,9360.0,CRIF,701.0,CIB,45-54,not_inst,south,0
31567,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,586500,,360.0,not_lpsm,,sb,pr,1U,14580.0,EQUI,539.0,EXP,35-44,to_inst,south,1
31568,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,226500,3.99,360.0,not_lpsm,238000.0,sb,pr,1U,3600.0,EXP,679.0,CIB,55-64,to_inst,south,0
31569,2019,Male,pre,type3,p4,nopc,nob/c,106500,2.75,360.0,not_lpsm,108000.0,sb,pr,1U,,CRIF,845.0,CIB,65-74,to_inst,central,1
31570,2019,Male,nopre,type1,p4,nopc,nob/c,436500,3.5,360.0,not_lpsm,588000.0,sb,pr,1U,9420.0,CIB,745.0,CIB,35-44,not_inst,south,1
31571,2019,Joint,nopre,type3,p1,nopc,nob/c,136500,,360.0,not_lpsm,138000.0,sb,pr,1U,5580.0,CIB,506.0,EXP,25-34,to_inst,North,0
31572,2019,Sex Not Available,pre,type1,p4,nopc,nob/c,426500,4.25,360.0,not_lpsm,668000.0,sb,pr,1U,14400.0,CIB,568.0,CIB,55-64,to_inst,south,0
31573,2019,Sex Not Available,pre,type2,p3,nopc,b/c,166500,4.25,360.0,not_lpsm,188000.0,sb,pr,1U,6120.0,EXP,860.0,CIB,25-34,to_inst,south,1
31574,2019,Sex Not Available,pre,type1,p4,nopc,nob/c,286500,3.5,180.0,not_lpsm,378000.0,sb,pr,1U,13500.0,CIB,691.0,CIB,55-64,to_inst,south,1
31575,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,526500,4.375,180.0,not_lpsm,728000.0,sb,pr,1U,20880.0,EXP,525.0,CIB,45-54,to_inst,south,1
31576,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,266500,3.25,240.0,not_lpsm,928000.0,sb,pr,1U,9300.0,CIB,637.0,EXP,65-74,to_inst,south,1
31577,2019,Joint,nopre,type1,p4,nopc,nob/c,466500,4.5,360.0,not_lpsm,528000.0,sb,pr,1U,13200.0,CRIF,886.0,EXP,35-44,to_inst,North,1
31578,2019,Male,nopre,type3,p3,nopc,nob/c,366500,4.125,300.0,not_lpsm,378000.0,sb,pr,1U,5520.0,CIB,824.0,CIB,55-64,to_inst,North,0
31579,2019,Joint,nopre,type1,p4,nopc,nob/c,356500,,360.0,not_lpsm,458000.0,sb,pr,1U,9720.0,CIB,616.0,EXP,55-64,not_inst,North,0
31580,2019,Male,nopre,type1,p3,nopc,nob/c,466500,5.625,360.0,not_lpsm,588000.0,sb,pr,1U,10260.0,CRIF,517.0,CIB,55-64,to_inst,North,0
31581,2019,Joint,nopre,type2,p1,nopc,b/c,406500,,360.0,not_lpsm,418000.0,sb,pr,1U,4320.0,CRIF,604.0,EXP,35-44,not_inst,North,1
31582,2019,Joint,pre,type1,p3,nopc,nob/c,486500,4.375,360.0,not_lpsm,658000.0,sb,pr,1U,7200.0,EXP,869.0,EXP,35-44,not_inst,south,1
31583,2019,Female,pre,type1,p3,nopc,nob/c,376500,3.99,360.0,not_lpsm,468000.0,sb,pr,1U,6600.0,CRIF,837.0,CIB,45-54,not_inst,central,0
31584,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,286500,3.625,324.0,not_lpsm,388000.0,sb,pr,1U,5820.0,CRIF,650.0,CIB,35-44,to_inst,south,0
31585,2019,Joint,nopre,type1,p3,nopc,nob/c,486500,3.375,360.0,not_lpsm,808000.0,sb,pr,1U,6420.0,CIB,824.0,EXP,65-74,not_inst,south,0
31586,2019,Male,nopre,type1,p1,nopc,nob/c,96500,,360.0,not_lpsm,,sb,sr,1U,4860.0,EQUI,597.0,EXP,55-64,to_inst,North,1
31587,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,176500,,360.0,not_lpsm,,sb,pr,1U,6360.0,EQUI,679.0,EXP,45-54,to_inst,south,0
31588,2019,Joint,nopre,type1,p3,nopc,nob/c,546500,4.875,360.0,not_lpsm,778000.0,sb,ir,2U,6900.0,CRIF,575.0,EXP,25-34,not_inst,central,1
31589,2019,Sex Not Available,nopre,type3,p3,nopc,nob/c,236500,3.25,360.0,not_lpsm,308000.0,sb,pr,1U,3900.0,CRIF,705.0,CIB,65-74,to_inst,central,0
31590,2019,Joint,nopre,type1,p3,nopc,nob/c,396500,4.375,360.0,not_lpsm,678000.0,sb,pr,1U,9060.0,CRIF,589.0,EXP,45-54,to_inst,North,0
31591,2019,Joint,nopre,type1,p3,nopc,nob/c,356500,,360.0,not_lpsm,358000.0,sb,pr,1U,4980.0,CRIF,877.0,EXP,55-64,to_inst,North,1
31592,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,326500,5.25,360.0,not_lpsm,408000.0,sb,pr,1U,10020.0,CRIF,871.0,EXP,35-44,to_inst,south,1
31593,2019,Sex Not Available,nopre,type2,p3,nopc,b/c,346500,,360.0,not_lpsm,458000.0,sb,pr,1U,6540.0,CRIF,552.0,CIB,45-54,to_inst,south,1
31594,2019,Male,nopre,type1,p1,nopc,nob/c,246500,,360.0,not_lpsm,258000.0,sb,pr,1U,5340.0,CRIF,632.0,CIB,45-54,to_inst,North,0
31595,2019,Male,,type1,p3,nopc,nob/c,406500,4.18,360.0,not_lpsm,648000.0,sb,pr,1U,5940.0,CIB,783.0,CIB,55-64,to_inst,south,0
31596,2019,Male,nopre,type3,p4,nopc,nob/c,396500,3.625,360.0,lpsm,408000.0,sb,pr,1U,,CRIF,702.0,CIB,45-54,to_inst,North,1
31597,2019,Joint,nopre,type1,p3,nopc,nob/c,196500,,360.0,not_lpsm,258000.0,sb,pr,1U,8520.0,CRIF,772.0,EXP,55-64,to_inst,North,1
31598,2019,Joint,pre,type1,p4,nopc,nob/c,456500,3.5,360.0,not_lpsm,568000.0,sb,pr,1U,7620.0,EXP,776.0,EXP,35-44,not_inst,south,1
31599,2019,Male,nopre,type1,p3,nopc,nob/c,176500,3.875,180.0,not_lpsm,218000.0,sb,pr,1U,9060.0,CIB,608.0,CIB,45-54,to_inst,North,1
31600,2019,Male,nopre,type1,p1,nopc,nob/c,476500,3.99,360.0,not_lpsm,738000.0,sb,pr,1U,6540.0,CIB,753.0,CIB,45-54,not_inst,North,1
31601,2019,Male,nopre,type1,p1,nopc,nob/c,96500,,180.0,not_lpsm,,sb,sr,1U,3000.0,EQUI,606.0,EXP,45-54,to_inst,south,1
31602,2019,Female,pre,type1,p4,nopc,nob/c,326500,3.99,360.0,not_lpsm,568000.0,sb,pr,1U,7080.0,CIB,801.0,CIB,55-64,to_inst,south,0
31603,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,66500,5.25,360.0,not_lpsm,88000.0,sb,pr,1U,2040.0,EXP,867.0,CIB,25-34,to_inst,south,0
31604,2019,Joint,nopre,type1,p4,nopc,nob/c,276500,,324.0,not_lpsm,398000.0,sb,pr,1U,3660.0,CRIF,888.0,EXP,55-64,to_inst,south,0
31605,2019,Male,nopre,type1,p4,nopc,nob/c,406500,3.99,360.0,not_lpsm,468000.0,sb,pr,1U,6720.0,CIB,591.0,CIB,25-34,not_inst,south,0
31606,2019,Female,nopre,type2,p3,nopc,b/c,166500,4.5,360.0,not_lpsm,188000.0,sb,pr,1U,2760.0,CIB,543.0,CIB,25-34,to_inst,North,1
31607,2019,Male,nopre,type1,p4,nopc,nob/c,686500,,360.0,not_lpsm,,sb,pr,1U,9420.0,EQUI,762.0,EXP,45-54,not_inst,south,0
31608,2019,Joint,nopre,type1,p4,nopc,nob/c,456500,3.5,360.0,not_lpsm,538000.0,sb,pr,1U,7860.0,EXP,850.0,EXP,25-34,not_inst,North,0
31609,2019,Joint,pre,type2,p1,nopc,b/c,456500,4.75,360.0,not_lpsm,468000.0,sb,pr,1U,5340.0,EXP,520.0,EXP,35-44,to_inst,North,1
31610,2019,Sex Not Available,nopre,type2,p1,nopc,b/c,286500,,360.0,not_lpsm,288000.0,sb,pr,1U,6060.0,EXP,631.0,EXP,45-54,to_inst,south,1
31611,2019,Male,nopre,type2,p1,nopc,b/c,256500,4.75,360.0,not_lpsm,258000.0,sb,pr,1U,3120.0,EXP,642.0,CIB,55-64,not_inst,North,1
31612,2019,Sex Not Available,nopre,type3,p3,nopc,nob/c,226500,,360.0,not_lpsm,,sb,pr,1U,6660.0,EQUI,640.0,EXP,55-64,to_inst,south,1
31613,2019,Joint,nopre,type1,p4,nopc,nob/c,256500,,360.0,not_lpsm,358000.0,sb,pr,1U,1800.0,CRIF,657.0,EXP,35-44,not_inst,south,0
31614,2019,Female,pre,type1,p1,nopc,nob/c,176500,3.5,360.0,not_lpsm,198000.0,sb,pr,1U,3600.0,CRIF,789.0,CIB,25-34,to_inst,North,1
31615,2019,Joint,nopre,type1,p3,nopc,nob/c,406500,3.99,360.0,not_lpsm,548000.0,sb,pr,1U,10620.0,EXP,623.0,EXP,45-54,to_inst,south,0
31616,2019,Female,nopre,type1,p3,nopc,nob/c,376500,3.375,360.0,not_lpsm,708000.0,sb,pr,1U,4920.0,CIB,627.0,CIB,35-44,not_inst,central,0
31617,2019,Male,nopre,type1,p1,nopc,nob/c,386500,3.5,360.0,not_lpsm,408000.0,sb,pr,1U,3660.0,CRIF,668.0,CIB,25-34,not_inst,North,0
31618,2019,Male,pre,type2,p3,nopc,b/c,366500,,360.0,not_lpsm,428000.0,sb,pr,1U,5400.0,CIB,599.0,CIB,35-44,to_inst,south,0
31619,2019,Joint,nopre,type3,p4,nopc,nob/c,476500,3.0,360.0,not_lpsm,478000.0,sb,pr,1U,,CRIF,521.0,EXP,25-34,not_inst,North,0
31620,2019,Joint,nopre,type1,p1,nopc,nob/c,406500,4.75,360.0,not_lpsm,508000.0,sb,pr,1U,5340.0,EXP,888.0,EXP,45-54,not_inst,North,0
31621,2019,Female,nopre,type2,p3,nopc,b/c,176500,4.25,360.0,not_lpsm,218000.0,sb,pr,1U,3840.0,CRIF,653.0,CIB,35-44,to_inst,south,0
31622,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,136500,5.19,360.0,not_lpsm,228000.0,sb,ir,1U,7800.0,CIB,849.0,EXP,35-44,to_inst,south,1
31623,2019,Joint,pre,type2,p4,nopc,b/c,206500,3.625,360.0,not_lpsm,288000.0,sb,pr,1U,8340.0,CIB,554.0,EXP,45-54,to_inst,North,1
31624,2019,Male,nopre,type1,p4,nopc,nob/c,216500,,360.0,lpsm,238000.0,sb,pr,1U,1800.0,EXP,527.0,CIB,25-34,not_inst,North,0
31625,2019,Male,nopre,type1,p3,nopc,nob/c,356500,4.75,180.0,not_lpsm,498000.0,sb,pr,1U,12420.0,CIB,697.0,CIB,45-54,to_inst,south,1
31626,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,286500,,360.0,not_lpsm,,sb,pr,1U,4440.0,EQUI,647.0,EXP,65-74,to_inst,south,1
31627,2019,Male,nopre,type1,p2,nopc,nob/c,206500,3.875,360.0,not_lpsm,398000.0,sb,pr,1U,3480.0,EXP,828.0,CIB,45-54,to_inst,North,0
31628,2019,Female,nopre,type1,p3,nopc,nob/c,276500,3.75,180.0,not_lpsm,358000.0,sb,pr,1U,9480.0,CIB,547.0,EXP,45-54,to_inst,North,0
31629,2019,Joint,nopre,type2,p3,nopc,b/c,176500,3.99,360.0,not_lpsm,208000.0,sb,pr,1U,5820.0,CIB,742.0,EXP,45-54,to_inst,North,0
31630,2019,Female,nopre,type1,p4,nopc,nob/c,346500,4.0,360.0,not_lpsm,468000.0,sb,pr,1U,16200.0,CIB,622.0,CIB,45-54,not_inst,south,1
31631,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,436500,4.99,360.0,not_lpsm,518000.0,sb,pr,1U,11460.0,CRIF,750.0,EXP,45-54,to_inst,south,0
31632,2019,Male,nopre,type1,p3,nopc,nob/c,276500,3.99,360.0,not_lpsm,408000.0,sb,pr,1U,5460.0,CRIF,578.0,CIB,35-44,to_inst,south,0
31633,2019,Male,nopre,type3,p4,nopc,nob/c,436500,2.875,360.0,not_lpsm,898000.0,sb,pr,1U,,CIB,752.0,CIB,45-54,not_inst,North-East,0
31634,2019,Joint,nopre,type3,p1,nopc,nob/c,396500,3.99,360.0,not_lpsm,398000.0,sb,pr,1U,13800.0,CIB,706.0,EXP,55-64,to_inst,central,1
31635,2019,Sex Not Available,nopre,type2,p1,nopc,b/c,146500,3.99,360.0,not_lpsm,158000.0,sb,pr,1U,5220.0,CIB,787.0,EXP,45-54,to_inst,south,0
31636,2019,Male,nopre,type1,p4,nopc,nob/c,766500,,360.0,not_lpsm,958000.0,sb,pr,2U,3540.0,CIB,662.0,CIB,45-54,not_inst,central,0
31637,2019,Sex Not Available,nopre,type1,p2,nopc,nob/c,216500,4.75,360.0,not_lpsm,808000.0,sb,ir,1U,5220.0,CIB,703.0,CIB,25-34,to_inst,south,1
31638,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,386500,3.99,324.0,not_lpsm,548000.0,sb,pr,1U,7140.0,CRIF,712.0,CIB,45-54,to_inst,south,1
31639,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,116500,3.625,360.0,not_lpsm,148000.0,sb,pr,1U,2700.0,CIB,799.0,CIB,45-54,to_inst,south,0
31640,2019,Male,nopre,type1,p4,nopc,nob/c,96500,,360.0,not_lpsm,118000.0,sb,ir,1U,3600.0,CIB,596.0,CIB,35-44,to_inst,south,1
31641,2019,Joint,nopre,type1,p1,nopc,nob/c,306500,4.25,360.0,not_lpsm,378000.0,sb,pr,1U,7080.0,EXP,797.0,EXP,55-64,not_inst,south,1
31642,2019,Joint,nopre,type1,p3,nopc,nob/c,486500,3.875,360.0,not_lpsm,608000.0,sb,pr,1U,7740.0,CRIF,617.0,EXP,35-44,not_inst,North,0
31643,2019,Male,pre,type1,p1,nopc,nob/c,376500,4.5,360.0,not_lpsm,398000.0,sb,pr,1U,7020.0,CIB,567.0,EXP,25-34,to_inst,south,1
31644,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,406500,,300.0,not_lpsm,728000.0,sb,pr,1U,3000.0,CIB,744.0,CIB,65-74,to_inst,south,1
31645,2019,Joint,nopre,type3,p1,nopc,nob/c,266500,4.375,324.0,not_lpsm,328000.0,sb,pr,1U,3840.0,CIB,673.0,EXP,55-64,to_inst,central,1
31646,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,106500,4.625,360.0,not_lpsm,178000.0,sb,sr,1U,8160.0,CRIF,676.0,EXP,55-64,to_inst,south,0
31647,2019,Joint,nopre,type1,p1,nopc,nob/c,196500,4.75,360.0,not_lpsm,268000.0,sb,pr,1U,3840.0,EXP,653.0,EXP,25-34,not_inst,North,0
31648,2019,Joint,nopre,type1,p4,nopc,nob/c,726500,,360.0,lpsm,,sb,ir,1U,18000.0,EQUI,737.0,EXP,55-64,not_inst,south,1
31649,2019,Female,nopre,type1,p4,nopc,nob/c,596500,3.5,360.0,lpsm,758000.0,sb,pr,1U,5880.0,CRIF,664.0,CIB,35-44,not_inst,North,0
31650,2019,Female,nopre,type1,p3,nopc,nob/c,336500,4.125,360.0,not_lpsm,608000.0,sb,pr,1U,4440.0,CIB,667.0,CIB,55-64,not_inst,North,0
31651,2019,Male,pre,type1,p1,nopc,nob/c,316500,4.125,360.0,not_lpsm,358000.0,sb,pr,1U,5760.0,CRIF,707.0,CIB,35-44,not_inst,North,1
31652,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,166500,3.875,360.0,not_lpsm,188000.0,sb,pr,1U,2760.0,EXP,591.0,CIB,65-74,to_inst,south,0
31653,2019,Joint,nopre,type1,p3,nopc,nob/c,476500,4.875,360.0,not_lpsm,1048000.0,sb,pr,4U,5700.0,CIB,821.0,EXP,65-74,not_inst,south,0
31654,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,396500,3.99,240.0,not_lpsm,528000.0,sb,pr,1U,6780.0,CRIF,719.0,EXP,45-54,to_inst,south,0
31655,2019,Joint,pre,type1,p3,nopc,nob/c,486500,3.625,360.0,not_lpsm,628000.0,sb,pr,1U,13140.0,CIB,549.0,EXP,55-64,to_inst,North,0
31656,2019,Joint,nopre,type1,p4,nopc,nob/c,376500,3.75,360.0,not_lpsm,438000.0,sb,pr,1U,8700.0,CIB,795.0,EXP,45-54,to_inst,North,0
31657,2019,Joint,nopre,type1,p3,nopc,nob/c,356500,3.375,360.0,not_lpsm,598000.0,sb,pr,1U,5220.0,CIB,630.0,EXP,55-64,not_inst,North,0
31658,2019,Joint,nopre,type1,p1,nopc,nob/c,116500,3.99,360.0,not_lpsm,688000.0,sb,ir,1U,6000.0,CIB,710.0,EXP,65-74,not_inst,North,1
31659,2019,Joint,pre,type3,p3,nopc,nob/c,136500,,360.0,not_lpsm,,sb,pr,1U,4200.0,EQUI,563.0,EXP,65-74,to_inst,North,0
31660,2019,Female,nopre,type1,p4,nopc,nob/c,486500,4.125,360.0,not_lpsm,618000.0,sb,pr,1U,4920.0,CRIF,552.0,CIB,25-34,not_inst,south,1
31661,2019,Male,nopre,type1,p4,nopc,nob/c,326500,,180.0,lpsm,808000.0,sb,pr,1U,6060.0,CIB,564.0,EXP,65-74,to_inst,North,1
31662,2019,Male,pre,type1,p4,nopc,nob/c,276500,4.56,360.0,not_lpsm,298000.0,sb,pr,1U,5580.0,EXP,578.0,CIB,45-54,not_inst,North,0
31663,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,256500,3.75,360.0,not_lpsm,448000.0,sb,pr,1U,6180.0,CIB,678.0,CIB,45-54,to_inst,south,0
31664,2019,Male,nopre,type3,p4,nopc,nob/c,436500,3.25,360.0,not_lpsm,508000.0,sb,pr,1U,,CIB,814.0,CIB,45-54,not_inst,North,1
31665,2019,Female,nopre,type2,p3,nopc,b/c,146500,3.5,360.0,not_lpsm,198000.0,sb,pr,1U,2520.0,CRIF,687.0,CIB,25-34,to_inst,North,1
31666,2019,Male,nopre,type2,p1,nopc,b/c,146500,,360.0,not_lpsm,158000.0,sb,pr,1U,3720.0,CRIF,532.0,CIB,55-64,to_inst,North,0
31667,2019,Joint,nopre,type1,p4,nopc,nob/c,436500,3.75,360.0,not_lpsm,918000.0,sb,pr,1U,10380.0,CRIF,533.0,EXP,45-54,not_inst,North,1
31668,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,166500,4.5,360.0,not_lpsm,258000.0,sb,pr,1U,2520.0,EXP,848.0,CIB,45-54,to_inst,south,0
31669,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,476500,4.375,360.0,not_lpsm,598000.0,sb,pr,1U,7020.0,CRIF,852.0,CIB,55-64,to_inst,south,0
31670,2019,Joint,nopre,type3,p4,nopc,nob/c,236500,,360.0,not_lpsm,,sb,pr,1U,3360.0,EQUI,855.0,EXP,>74,not_inst,North,1
31671,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,1006500,,360.0,not_lpsm,2208000.0,sb,ir,2U,18960.0,CIB,773.0,CIB,35-44,to_inst,south,0
31672,2019,Male,nopre,type1,p3,nopc,nob/c,126500,4.375,240.0,not_lpsm,248000.0,sb,pr,1U,2340.0,CRIF,620.0,CIB,55-64,to_inst,North,1
31673,2019,Female,,type1,p1,nopc,nob/c,416500,,360.0,not_lpsm,,sb,ir,1U,8100.0,EQUI,540.0,EXP,65-74,not_inst,North,1
31674,2019,Female,nopre,type1,p3,nopc,nob/c,206500,4.5,360.0,not_lpsm,298000.0,sb,pr,1U,2580.0,EXP,553.0,EXP,65-74,to_inst,North,1
31675,2019,Male,nopre,type1,p3,nopc,nob/c,206500,4.125,360.0,not_lpsm,308000.0,sb,pr,1U,,CRIF,531.0,CIB,45-54,to_inst,south,0
31676,2019,Joint,nopre,type1,p1,nopc,nob/c,526500,4.375,360.0,not_lpsm,598000.0,sb,pr,1U,7140.0,CRIF,676.0,EXP,25-34,not_inst,North,1
31677,2019,Joint,pre,type1,p4,nopc,nob/c,626500,3.5,240.0,not_lpsm,708000.0,sb,pr,1U,23400.0,CIB,705.0,EXP,35-44,not_inst,North,1
31678,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,526500,4.25,360.0,not_lpsm,888000.0,sb,pr,1U,9480.0,EXP,811.0,EXP,25-34,to_inst,south,0
31679,2019,Female,nopre,type1,p4,nopc,nob/c,256500,4.99,360.0,not_lpsm,358000.0,sb,pr,1U,5040.0,CRIF,784.0,CIB,45-54,to_inst,North,0
